question,answer_llm,answer_orig,document
"To do the course exercises, do I have to subscribe to OpenAI, or is there a list of free replacements somewhere in the course materials?","No, you don’t have to subscribe to OpenAI to do the course exercises. The course materials say you can use free or low-cost alternatives instead.

There’s also a curated list of OpenAI API alternatives in the course repo:
https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives

If you want, I can also summarize the main free options mentioned there.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
How do I keep my API key in a .env file and read it in Python?,"Store the key in a `.env` file, add `.env` to `.gitignore`, and read it in Python with `python-dotenv`.

Example:

```bash
# .env
OPENAI_API_KEY=sk-...
```

```gitignore
.env
```

```bash
pip install python-dotenv
```

```python
import os
from dotenv import load_dotenv

load_dotenv()

api_key = os.getenv(""OPENAI_API_KEY"")
```

Make sure the variable name in `.env` is exactly `OPENAI_API_KEY`.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
What imports do I need to load environment variables from a .env file?,"You need:

```python
import os
from dotenv import load_dotenv
```

Then call:

```python
load_dotenv()
```","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
How can I point Python to the right .env path and get the key value?,"Use `python-dotenv` and make sure Python loads the `.env` file from the correct location.

```python
import os
from dotenv import load_dotenv

load_dotenv(""/full/path/to/your/.env"")

api_key = os.getenv(""OPENAI_API_KEY"")
print(api_key)
```

If the `.env` file is in the same folder as your notebook/script, you can just do:

```python
load_dotenv()
```

Also ensure the variable name in the `.env` file is exactly:

```bash
OPENAI_API_KEY=sk-...
```

If it still doesn’t work, I don’t know.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
What's the easiest way to access API_KEY_abc after loading .env?,"Use `os.getenv(""API_KEY_abc"")` after calling `load_dotenv()`.

Example:

```python
import os
from dotenv import load_dotenv

load_dotenv()

api_key = os.getenv(""API_KEY_abc"")
```

","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
"Do I need to add my .env file to .gitignore, and why?","Yes. Add your `.env` file to `.gitignore` so it is never committed to GitHub.

Why:
- It usually contains secret API keys and credentials.
- Keeping it out of Git prevents accidental leaks.
- In a project, others should use their own `.env` file with their own keys.

Typical setup:
```gitignore
.env
```

For reproducibility, you can include a `.env.example` with the variable names only, but no secret values.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
"Why does my OPENAI_API_KEY keep showing as missing inside Jupyter, and how do I fix it?","Make sure you installed and are using `python-dotenv` in the notebook:

```bash
pip install python-dotenv
```

Then load your `.env` file before creating the OpenAI client:

```python
from dotenv import load_dotenv
load_dotenv()
```

Also check that the variable name in `.env` is exactly:

```bash
OPENAI_API_KEY
```

If it still shows as missing after that, I don't know.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
"If I already put the key in a .envrc file, why is the notebook still throwing the api_key error?","Because `.envrc` is not automatically loaded by the notebook.

In the notebook, you still need to load the environment variables explicitly, for example with `python-dotenv`:

```bash
pip install python-dotenv
```

Then in the notebook, before creating the client:

```python
from dotenv import load_dotenv
load_dotenv()
```

Also make sure the variable is named exactly `OPENAI_API_KEY`.

If it’s still failing after that, I don’t know.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
What’s the easiest way to make OpenAI API auth work in a notebook when direnv isn’t enough?,"The easiest way is to load your `.env` file inside the notebook with `python-dotenv` before creating the client:

```bash
pip install python-dotenv
```

```python
from dotenv import load_dotenv
load_dotenv()
```

Then make sure your variable is named exactly `OPENAI_API_KEY` in `.env`.

If `direnv` still doesn’t work, this notebook-based approach is the simplest fix.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
How do I use python-dotenv to load my environment variables from .envrc in Jupyter?,"Use `python-dotenv` in your Jupyter notebook to load environment variables from your project root.

If your variables are in a `.envrc`, the course recommendation is to use `dirdotenv` or `direnv` for automatic shell loading. But inside Jupyter, the relevant Python approach is still:

```python
from dotenv import load_dotenv

load_dotenv()
```

If needed, install it first:

```bash
pip install python-dotenv
```

Also make sure the variable name is exactly `OPENAI_API_KEY` if that’s what you need.

If you meant “load from `.envrc` specifically in Jupyter,” I don’t know.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
"Can I store OPENAI_API_KEY in GitHub Codespaces instead of setting it locally, and how do I do that?","Yes — for **GitHub Codespaces**, you should use **Codespaces secrets** instead of storing `OPENAI_API_KEY` in a file in the repo or setting it locally.

From the context:

- **“For GitHub Codespaces, use the built-in Codespaces secrets instead of files in the repo.”**

How to do it:

1. Open your GitHub Codespace settings/secrets page.
2. Add a new secret named `OPENAI_API_KEY`.
3. Paste your API key as the value.
4. Restart/reopen the Codespace if needed so the environment picks it up.

GitHub’s docs for this are linked here:
- https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces

If you want, I can also show the usual `.env` / `dirdotenv` approach for non-Codespaces setups.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
How can I figure out the GPT-4o token count for homework 6 if I’m using Groq and there’s no tokenizer for it?,"For homework 6, if you’re using Groq and there’s no tokenizer for that model, the course guidance says to **check the provider’s response object for token usage fields** and use those if available.

So for Groq, look for something like token usage in the returned response, and use that count rather than trying to estimate with `tiktoken` or `cl100k_base`, since tokenization differs by provider/model.

If Groq doesn’t expose usage fields, then use **Groq’s native tokenizer as an approximation**.

I don’t know a specific Groq token field name from the provided context.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
Do I need an OpenAI API key just to check how many tokens a prompt has in this assignment?,I don't know.,"For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
What library should I use to estimate the number of OpenAI tokens in question 6?,I don't know.,"For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
Is there a way to count GPT-4o tokens without using the OpenAI API itself?,I don't know.,"For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"If Groq doesn’t have a tokenizer, what’s the simplest way to get the token number the homework wants?","For Module 1 homework, the simplest way is to get the token count from the **model response object’s usage fields**.

If Groq doesn’t expose that, then use Groq’s **native tokenizer** as an approximation. Avoid using `tiktoken` / `cl100k_base` for Groq because tokenization can differ.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
Can I swap OpenAI for Groq in the course exercises and final project?,"Yes — you can swap OpenAI for Groq in the course exercises, as long as the code path uses an OpenAI-compatible chat completions endpoint.

A few notes:

- The course is **not tied to OpenAI**; you can use **Groq**, OpenRouter, DeepSeek, Gemini, Mistral, etc.
- For **Groq**, you usually only need to change:
  - `base_url` to Groq’s OpenAI-compatible endpoint
  - API key
  - model name
- In **toyaikit**, use the **chat completions** runner/client, not the OpenAI Responses API classes, because those are OpenAI-only and may cause `404` with Groq.

For the **final/capstone project**, you’re also free to use whatever fits best — OpenAI, Groq, another provider, or even a local model.

So in short: **yes, Groq is a valid swap**.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
Is it okay to use a different LLM platform instead of OpenAI for the homework?,"Yes — you can use a different LLM provider. The course is not tied to OpenAI, and any OpenAI-compatible endpoint or locally served model should work. You may need to adjust the `base_url`, API key, and model name.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"Do I need a paid API like OpenAI to finish the assignments, or can I run everything locally?","No—you do **not** need a paid OpenAI API to finish the assignments.

You can:
- use another provider, or
- run a model locally with tools like **Ollama**, **vLLM**, or **LM Studio**.

The homework is designed so you **don’t need a paid service**. If you use a different provider or local model, you may need to adjust the code a bit for that provider’s format.","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"If I use another model provider, will I have to change the code myself?","You may need to change the code a little, yes.

If you use another provider, the course code usually still works with an OpenAI-compatible endpoint, but you typically need to update:

- `base_url`
- API key
- model name

In some cases you also need to adapt:

- response format
- tool schema
- token counting / tokenizer logic

So: **not necessarily a full rewrite, but some code changes may be needed depending on the provider.**","Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
Where should I look if I want to adapt the project to a platform like Groq?,I don't know.,"Yes. The recommended model is not mandatory. You can use OpenAI, Gemini, Groq, OpenRouter, Azure OpenAI, local models, or another provider.

The homework is designed so you do not need a paid service. You may need to adapt the code for your provider, because response formats, tool schemas, and tokenizers differ.

For provider ideas, see the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md).",ee43413718
"Why does my homework query return an empty list after filtering, even though the data is there?","This is likely an indexing issue. Before adding the data to the indices, you need to add the index settings first. After that, your filters and query should work properly.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
What am I missing if my Q3 filter gives no results in the LLM Zoomcamp homework?,"You’re probably filtering on the wrong field or using the wrong exact value.

For this homework, first double-check the **GitHub homework instructions** rather than only the course platform page, because the homework often uses a slightly different dataset or wording than the lesson.

If your Q3 filter returns no results, the most common issue is that the dataset values don’t match your filter exactly. Check things like:

- the **column name**
- the **exact string value**
- **case sensitivity**
- extra spaces or punctuation

If you still can’t figure it out, post the **code and command output as text** in Slack.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
Could this be an indexing problem if the search comes back empty after I apply the filter?,"Yes — this could be an indexing problem. If the search returns an empty result after applying a filter, the course notes say it is likely because the data was indexed incorrectly. In particular, you should add the index settings **before** inserting the data into the index, then apply your filters and query.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
Do I need to set up the index differently before loading the data for this assignment?,"Yes — according to the context, you should **set the index settings before adding the data to the indices**. If you load the data first and then set up the index, it can cause issues like empty results after filtering.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
How should I fix the empty results issue in HW Q3 when using filters and queries?,"This is likely an indexing issue. You should add the index settings **before** adding the data to the indices, and then apply your filters and query again.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
Why do I get a different token count in tiktoken than what OpenAI shows in the API response?,"You get a different token count because `tiktoken` only counts the visible text, while OpenAI’s API also adds internal chat-formatting tokens.

In particular:

- Each chat message adds about **4 structural tokens**
- The API adds **2 extra tokens** to start assistant generation
- Whitespace, newlines, or unusual Unicode can also change the count slightly

So your prompt might look like **320 tokens** in `tiktoken`, but OpenAI may report **327** in the API response.

","When using `tiktoken.encode()` to count tokens in your prompt, you might see a difference compared to OpenAI’s API response. For instance, you might get 320 tokens, while OpenAI reports 327. This is due to internal tokens added by OpenAI’s chat formatting.

Here’s what happens:

- Each message in a `chat.completions.create()` call (e.g., `{role: ""user"", content: ""...""}`) adds 4 structural tokens (role, content, separators).
- The API adds 2 tokens globally to mark the start of assistant response generation.
- Extra newlines, whitespace, or uncommon Unicode characters in your content may slightly increase the token count.

Thus, even if your visible text is 320 tokens, OpenAI may count 327 due to these internal additions.",bf0403d21b
"How come my prompt has 320 tokens locally, but OpenAI says 327 for the same request?","Because OpenAI adds hidden chat-formatting tokens that you don’t count locally with `tiktoken.encode()`.

In particular:

- each `chat.completions.create()` message adds about **4 structural tokens**
- OpenAI also adds **2 global tokens** to mark the assistant response start
- extra whitespace/newlines or unusual Unicode can add a few more

So a prompt that looks like **320 tokens locally** can show up as **327 tokens** in OpenAI’s count.","When using `tiktoken.encode()` to count tokens in your prompt, you might see a difference compared to OpenAI’s API response. For instance, you might get 320 tokens, while OpenAI reports 327. This is due to internal tokens added by OpenAI’s chat formatting.

Here’s what happens:

- Each message in a `chat.completions.create()` call (e.g., `{role: ""user"", content: ""...""}`) adds 4 structural tokens (role, content, separators).
- The API adds 2 tokens globally to mark the start of assistant response generation.
- Extra newlines, whitespace, or uncommon Unicode characters in your content may slightly increase the token count.

Thus, even if your visible text is 320 tokens, OpenAI may count 327 due to these internal additions.",bf0403d21b
Does chat.completions.create add extra tokens beyond the text I send?,"Yes. `chat.completions.create()` can add extra internal tokens beyond the visible text you send.

According to the context:
- Each message adds **4 structural tokens**.
- The API adds **2 global tokens** to mark the start of assistant generation.
- Whitespace, newlines, or unusual Unicode can add a bit more.

So OpenAI may report a higher token count than what you get from just encoding the text yourself.","When using `tiktoken.encode()` to count tokens in your prompt, you might see a difference compared to OpenAI’s API response. For instance, you might get 320 tokens, while OpenAI reports 327. This is due to internal tokens added by OpenAI’s chat formatting.

Here’s what happens:

- Each message in a `chat.completions.create()` call (e.g., `{role: ""user"", content: ""...""}`) adds 4 structural tokens (role, content, separators).
- The API adds 2 tokens globally to mark the start of assistant response generation.
- Extra newlines, whitespace, or uncommon Unicode characters in your content may slightly increase the token count.

Thus, even if your visible text is 320 tokens, OpenAI may count 327 due to these internal additions.",bf0403d21b
What makes OpenAI count more tokens than just encoding the visible message content?,"OpenAI counts more tokens because it adds internal chat-formatting tokens, not just the visible text.

Specifically:
- each chat message adds 4 structural tokens for things like role/content/separators
- 2 extra tokens are added globally to start assistant generation
- extra whitespace, newlines, or uncommon Unicode can also add a few tokens

So the API token count can be higher than what you get by encoding only the visible message content.","When using `tiktoken.encode()` to count tokens in your prompt, you might see a difference compared to OpenAI’s API response. For instance, you might get 320 tokens, while OpenAI reports 327. This is due to internal tokens added by OpenAI’s chat formatting.

Here’s what happens:

- Each message in a `chat.completions.create()` call (e.g., `{role: ""user"", content: ""...""}`) adds 4 structural tokens (role, content, separators).
- The API adds 2 tokens globally to mark the start of assistant response generation.
- Extra newlines, whitespace, or uncommon Unicode characters in your content may slightly increase the token count.

Thus, even if your visible text is 320 tokens, OpenAI may count 327 due to these internal additions.",bf0403d21b
"Can whitespace, newlines, or weird Unicode characters change the token total in OpenAI chat requests?","Yes. In OpenAI chat requests, whitespace, extra newlines, and some unusual Unicode characters can change the token total a bit.

Also, the API adds its own hidden chat-formatting tokens, so the number you get from `tiktoken.encode()` can differ from what OpenAI reports.","When using `tiktoken.encode()` to count tokens in your prompt, you might see a difference compared to OpenAI’s API response. For instance, you might get 320 tokens, while OpenAI reports 327. This is due to internal tokens added by OpenAI’s chat formatting.

Here’s what happens:

- Each message in a `chat.completions.create()` call (e.g., `{role: ""user"", content: ""...""}`) adds 4 structural tokens (role, content, separators).
- The API adds 2 tokens globally to mark the start of assistant response generation.
- Extra newlines, whitespace, or uncommon Unicode characters in your content may slightly increase the token count.

Thus, even if your visible text is 320 tokens, OpenAI may count 327 due to these internal additions.",bf0403d21b
How can I set my API key once so I don’t have to export it in every new terminal?,"Use **dirdotenv** so the key is loaded automatically when you enter the project directory:

```bash
uv tool install dirdotenv
```

Add this to your `~/.bashrc` or `~/.zshrc`:

```bash
eval ""$(dirdotenv hook bash)""   # or zsh
```

Then, in your project folder:

```bash
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the API key will be set automatically when you `cd` into the directory.

If you already use it, `direnv` works too.","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
Is there a way to make env vars load automatically when I enter a project folder?,"Yes — the usual way is to load a `.env` file automatically in your app or notebook startup using `python-dotenv`.

A common pattern is:

```python
from dotenv import load_dotenv
load_dotenv()
```

That reads variables from `.env` into the environment before you access them with `os.getenv(...)`.

If you mean “auto-load when I `cd` into a folder” at the shell level, that isn’t covered in the context. I don't know.","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
What’s the easiest setup for keeping my OpenAI key in a project without putting it in the code?,"The easiest setup is to store the key in a `.env` file and load it with `python-dotenv`, then read it with `os.getenv(...)` in your code.

For example:

```python
import os
from dotenv import load_dotenv

load_dotenv()

api_key = os.getenv(""OPENAI_API_KEY"")
```

And in your `.env` file:

```bash
OPENAI_API_KEY=your-openai-api-key-here
```

This keeps the key out of your source code.","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
How should I handle API keys in GitHub Codespaces so they aren’t stored in the repo?,"For GitHub Codespaces, use the built-in **Codespaces secrets** instead of putting API keys in files in the repo.

If you’re working locally, store keys in a `.env` file, add `.env` and `.envrc` to `.gitignore`, and load them with something like `python-dotenv` or `dirdotenv`.","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
"If I’m running Python scripts, what can I use to load a .env file automatically?","Use `python-dotenv` and `load_dotenv()`:

```python
from dotenv import load_dotenv

load_dotenv()
```

Install it first if needed:

```bash
pip install python-dotenv
```","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
